symbol_a,symbol_b,mcap_tercile,industry_same,prompt_variant,llm_tag,llm_conf,normalized_bucket,rationale_A,rationale_B,claim_type,basis_hint,counter_signal,verdict
IP,PKG,중,동일,B,골판지 포장재 제조,1.0,부동산·REIT,,"{""claim"": ""International Paper Company와 Packaging Corporation of America는 골판지 상자 및 기타 종이 기반 포장재 제조 산업에서 직접적으로 경쟁하는 주요 기업들입니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""두 회사 모두 사업 보고서 및 공식 웹사이트에서 골판지 컨테이너 및 포장재 제조를 핵심 사업으로 명시하고 있습니다."", ""counter_signal"": """"}",known_fact,두 회사 모두 사업 보고서 및 공식 웹사이트에서 골판지 컨테이너 및 포장재 제조를 핵심 사업으로 명시하고 있습니다.,,
D,EVRG,중,동일,B,규제 전력 유틸리티,1.0,유틸리티,,"{""claim"": ""두 종목 모두 'Regulated Electric'으로 설명되어 규제 환경에서 전력을 생산, 송전 및 분배하는 동일한 핵심 사업을 영위합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""주어진 종목 설명"", ""counter_signal"": """"}",known_fact,주어진 종목 설명,,
EIX,XEL,중,동일,B,규제 전력 유틸리티,1.0,유틸리티,,"{""claim"": ""두 회사 모두 규제 환경에서 전력 생산, 송전 및 배전 서비스를 제공하는 주요 전력 유틸리티 회사입니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""제공된 종목 설명(Regulated Electric)"", ""counter_signal"": """"}",known_fact,제공된 종목 설명(Regulated Electric),,
L,PGR,중,동일,B,손해보험업,0.95,금융·결제·거래소,,"{""claim"": ""두 기업 모두 미국 상장사 정보에 명시된 바와 같이 손해보험(Property & Casualty Insurance)을 핵심 사업으로 영위한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""제공된 산업 분류"", ""counter_signal"": """"}",known_fact,제공된 산업 분류,,
CHD,PG,중,동일,B,가정 및 개인용품,0.95,소매·소비재,,"{""claim"": ""두 회사 모두 가정용 세제, 개인 위생용품, 구강 관리 제품 등 다양한 소비재를 생산 및 판매하며, 이들 사업 영역에서 직접적으로 경쟁합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""기업별 주요 브랜드 및 제품군 (예: CHD의 Arm & Hammer, OxiClean, PG의 Tide, Crest)"", ""counter_signal"": """"}",known_fact,"기업별 주요 브랜드 및 제품군 (예: CHD의 Arm & Hammer, OxiClean, PG의 Tide, Crest)",,
BSX,ZBH,중,동일,B,이식형 의료기기,0.9,헬스케어·의료기기·제약,,"{""claim"": ""두 회사는 모두 심혈관, 신경, 정형외과 등 다양한 신체 부위에 사용되는 고가치 이식형 의료기기를 개발, 제조 및 판매하는 주요 기업이다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 주요 사업 부문 및 제품 포트폴리오 (예: BSX의 스텐트, 신경 자극기; ZBH의 인공 관절, 척추 임플란트)"", ""counter_signal"": ""두 회사의 주력 이식형 의료기기 제품군은 직접적으로 경쟁하기보다 신체 부위별로 특화되어 있다.""}",known_fact,"각 기업의 주요 사업 부문 및 제품 포트폴리오 (예: BSX의 스텐트, 신경 자극기; ZBH의 인공 관절, 척추 임플란트)",두 회사의 주력 이식형 의료기기 제품군은 직접적으로 경쟁하기보다 신체 부위별로 특화되어 있다.,
CMS,EIX,중,동일,B,규제 전력 유틸리티,1.0,유틸리티,,"{""claim"": ""두 기업 모두 사업 설명에 'Regulated Electric'으로 명시되어 있어, 핵심 사업 도메인이 규제 전력 유틸리티로 동일합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""CMS 및 EIX의 제공된 회사 설명 ('Regulated Electric')"", ""counter_signal"": """"}",known_fact,CMS 및 EIX의 제공된 회사 설명 ('Regulated Electric'),,
L,WRB,중,동일,B,재물 및 배상 책임 보험,1.0,금융·결제·거래소,,"{""claim"": ""L과 WRB는 모두 재산 및 상해 보험(Property & Casualty Insurance) 산업에 속하며, 동일한 유형의 보험 상품 및 서비스를 제공하며 직접 경쟁한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""두 Peer 종목의 산업 분류가 'Insurance - Property & Casualty'로 명시적으로 동일함."", ""counter_signal"": """"}",known_fact,두 Peer 종목의 산업 분류가 'Insurance - Property & Casualty'로 명시적으로 동일함.,,
AEE,PCG,중,동일,B,규제 전기 유틸리티,1.0,유틸리티,,"{""claim"": ""AEE와 PCG는 모두 규제받는 전력 생산, 송전, 배전을 주 사업으로 하는 유틸리티 기업입니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""두 종목의 설명에 공통적으로 'Regulated Electric'이 명시되어 있습니다."", ""counter_signal"": """"}",known_fact,두 종목의 설명에 공통적으로 'Regulated Electric'이 명시되어 있습니다.,,
ISRG,WST,중,동일,B,정밀 의료 기술 및 부품,0.8,헬스케어·의료기기·제약,,"{""claim"": ""ISRG는 로봇 수술 시스템과 같은 정밀 의료 기술 및 기기를 개발하고, WST는 주사제용 의약품 포장 및 전달을 위한 정밀 부품을 제조하여, 양사 모두 정밀 의료 분야에 필수적인 기술과 부품을 제공한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 회사 공식 웹사이트 및 제품 소개 자료"", ""counter_signal"": ""양사가 직접적으로 경쟁하거나 공급망에서 긴밀하게 연결되지는 않음""}",known_fact,각 회사 공식 웹사이트 및 제품 소개 자료,양사가 직접적으로 경쟁하거나 공급망에서 긴밀하게 연결되지는 않음,
DD,ECL,중,동일,B,수처리 솔루션,0.9,소재·화학,,"{""claim"": ""듀폰은 수처리 멤브레인 및 이온 교환 수지 같은 핵심 소재를 제공하며, 에코랩은 산업 및 기관 수처리 시스템을 위한 화학 제품과 서비스를 제공하여 양사 모두 수처리 도메인에서 전문성을 발휘합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""DuPont의 Water & Protection 부문; Ecolab의 Water & Process Services 부문."", ""counter_signal"": ""듀폰은 주로 수처리용 소재 및 부품을 판매하는 반면, 에코랩은 통합 화학 솔루션 및 서비스를 제공하여 사업 모델에 차이가 있습니다.""}",known_fact,DuPont의 Water & Protection 부문; Ecolab의 Water & Process Services 부문.,"듀폰은 주로 수처리용 소재 및 부품을 판매하는 반면, 에코랩은 통합 화학 솔루션 및 서비스를 제공하여 사업 모델에 차이가 있습니다.",
DVN,EQT,중,동일,B,원유 및 천연가스 생산,1.0,에너지·유전·수처리,,"{""claim"": ""두 기업 모두 사업 설명에 'Oil & Gas Exploration & Production'으로 명시되어 있어 원유 및 천연가스 탐사 및 생산 사업에서 직접적으로 경쟁한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""제공된 기업 정보 (사업 설명)"", ""counter_signal"": """"}",known_fact,제공된 기업 정보 (사업 설명),,
DGX,IQV,중,동일,B,의료 진단 및 생명과학 연구,0.8,헬스케어·의료기기·제약,,"{""claim"": ""DGX는 의료 진단 서비스를 제공하며, IQV는 생명과학 분야의 임상 연구 및 데이터 솔루션에 중점을 두어, 두 기업은 의료 진단과 생명과학 연구라는 사업 도메인에서 연결됩니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 사업 분야 설명 및 공식 웹사이트 정보."", ""counter_signal"": ""DGX는 주로 환자 대상의 검사실 서비스에 집중하는 반면, IQV는 제약사 등 기업 대상의 임상 시험 및 데이터 분석 서비스가 주력으로, 직접적인 경쟁 관계는 약합니다.""}",known_fact,각 기업의 사업 분야 설명 및 공식 웹사이트 정보.,"DGX는 주로 환자 대상의 검사실 서비스에 집중하는 반면, IQV는 제약사 등 기업 대상의 임상 시험 및 데이터 분석 서비스가 주력으로, 직접적인 경쟁 관계는 약합니다.",
NWS,WBD,중,동일,B,미디어 콘텐츠,0.8,미디어·스트리밍·검색,,"{""claim"": ""News Corp.은 뉴스, 출판, 호주 내 구독형 비디오 서비스를 제공하며, Warner Bros. Discovery는 영화, TV 프로그램, 스트리밍 서비스를 중심으로 미디어 콘텐츠를 제작하고 유통한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 사의 사업 부문 및 제공 서비스."", ""counter_signal"": ""News Corp의 사업 포트폴리오 중 엔터테인먼트 콘텐츠 제작 비중은 Warner Bros. Discovery에 비해 훨씬 작다.""}",known_fact,각 사의 사업 부문 및 제공 서비스.,News Corp의 사업 포트폴리오 중 엔터테인먼트 콘텐츠 제작 비중은 Warner Bros. Discovery에 비해 훨씬 작다.,
CB,L,중,동일,B,재물 및 상해 보험,0.98,금융·결제·거래소,,"{""claim"": ""두 회사 모두 명시적으로 재물 및 상해 보험(Property & Casualty Insurance) 업종으로 분류됩니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""제공된 정보에 두 Peer 종목의 산업 분류가 'Insurance - Property & Casualty'로 동일하게 기재됨."", ""counter_signal"": """"}",known_fact,제공된 정보에 두 Peer 종목의 산업 분류가 'Insurance - Property & Casualty'로 동일하게 기재됨.,,
DELL,HPQ,중,동일,B,컴퓨터 하드웨어 제조,1.0,반도체·메모리,,"{""claim"": ""Dell과 HP는 개인용 컴퓨터, 프린터, 서버 등 다양한 컴퓨터 하드웨어를 설계, 제조 및 판매하는 주요 경쟁사입니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""두 기업의 공식 사업 보고서, 제품 포트폴리오, 시장 점유율 분석"", ""counter_signal"": """"}",known_fact,"두 기업의 공식 사업 보고서, 제품 포트폴리오, 시장 점유율 분석",,
AEE,AEP,중,동일,B,규제 전기 유틸리티,1.0,유틸리티,,"{""claim"": ""두 회사는 모두 규제 산업 내에서 전기를 생산하고 배분하는 유틸리티 기업입니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""종목 설명에 명시된 'Regulated Electric' 사업 유형"", ""counter_signal"": """"}",known_fact,종목 설명에 명시된 'Regulated Electric' 사업 유형,,
NVDA,Q,중,동일,B,반도체,1.0,반도체·메모리,,"{""claim"": ""두 종목 모두 'SEMICONDUCTORS' 산업으로 명시되어 있어, 같은 반도체 산업 도메인에서 경쟁하거나 연결될 것으로 판단된다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""NVDA와 Q 종목 정보에 명시된 산업 분류가 'SEMICONDUCTORS'이다."", ""counter_signal"": """"}",known_fact,NVDA와 Q 종목 정보에 명시된 산업 분류가 'SEMICONDUCTORS'이다.,,
DTE,ED,중,동일,B,규제 전력 유틸리티,1.0,유틸리티,,"{""claim"": ""두 회사 모두 핵심 사업으로 규제를 받는 전력 유틸리티를 운영하며, 종목 설명에 'Regulated Electric'으로 명시되어 있습니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""종목 설명"", ""counter_signal"": """"}",known_fact,종목 설명,,
RMD,WST,중,동일,B,의료기기 및 제약 부품 제조,0.9,헬스케어·의료기기·제약,,"{""claim"": ""RMD는 수면 무호흡증 및 호흡기 질환 치료용 의료기기를 제조하고, WST는 주사제용 포장 및 전달 부품을 제조하여 각각 의료기기 및 제약 산업에 핵심 부품 및 제품을 공급합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""두 회사의 주요 사업 내용 및 제품군 비교 분석"", ""counter_signal"": """"}",known_fact,두 회사의 주요 사업 내용 및 제품군 비교 분석,,
LYB,NEM,중,상이,A,서로 다른 산업 부문,1.0,소재·화학,"{""claim"": ""LYB는 석유화학 제품 및 정유 사업을, NEM은 금속 광업(주로 금)을 영위하여 주요 사업 도메인에서 직접적인 경쟁이나 유의미한 연결이 없습니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 사업 보고서 및 공식 웹사이트에 명시된 주요 사업 영역 정보"", ""counter_signal"": ""양사 모두 원자재 시장 및 거시경제 변동에 민감하게 반응할 수 있다는 점""}",,known_fact,각 기업의 사업 보고서 및 공식 웹사이트에 명시된 주요 사업 영역 정보,양사 모두 원자재 시장 및 거시경제 변동에 민감하게 반응할 수 있다는 점,
ESS,EXR,중,상이,A,부동산 임대업,0.9,부동산·REIT,"{""claim"": ""ESS는 주거용 아파트, EXR은 셀프 스토리지 시설을 소유하고 임대하는 부동산 투자 신탁(REIT) 회사입니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 회사 공식 웹사이트 및 투자자 자료"", ""counter_signal"": ""두 회사는 서로 다른 유형의 부동산 자산에 중점을 두므로 최종 고객 경쟁은 제한적입니다.""}",,known_fact,각 회사 공식 웹사이트 및 투자자 자료,두 회사는 서로 다른 유형의 부동산 자산에 중점을 두므로 최종 고객 경쟁은 제한적입니다.,
NKE,WSM,중,상이,A,재량 소비재 소매업,0.8,소매·소비재,"{""claim"": ""NKE는 스포츠 의류 및 신발을, WSM은 가정용품 및 가구를 판매하는 기업으로, 둘 다 소비자의 재량 지출을 타겟으로 하는 소매 기업이다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""두 회사 모두 소비재 산업 내 소매 부문에 속하며, 소비자의 가처분 소득 내에서 지출 경쟁을 한다."", ""counter_signal"": ""두 회사는 판매하는 제품 카테고리가 완전히 달라 직접적인 제품 시장 경쟁은 없다.""}",,known_fact,"두 회사 모두 소비재 산업 내 소매 부문에 속하며, 소비자의 가처분 소득 내에서 지출 경쟁을 한다.",두 회사는 판매하는 제품 카테고리가 완전히 달라 직접적인 제품 시장 경쟁은 없다.,
AWK,ED,중,상이,A,유틸리티 서비스,0.95,유틸리티,"{""claim"": ""AWK는 수도 유틸리티 기업이며, ED는 전력, 가스 및 증기를 제공하는 다중 유틸리티 기업으로, 둘 다 규제받는 필수 인프라 서비스 사업을 영위합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 공식 사업 내용 및 산업 분류."", ""counter_signal"": ""각 회사가 제공하는 주요 유틸리티 종류(수도 대 전력/가스)는 다르므로, 더 세분화된 분류에서는 직접적인 경쟁자로 보기 어려울 수 있습니다.""}",,known_fact,각 기업의 공식 사업 내용 및 산업 분류.,"각 회사가 제공하는 주요 유틸리티 종류(수도 대 전력/가스)는 다르므로, 더 세분화된 분류에서는 직접적인 경쟁자로 보기 어려울 수 있습니다.",
KMB,TSN,중,상이,A,필수 소비재,0.7,소매·소비재,"{""claim"": ""KMB는 개인 위생 용품 및 종이 제품을, TSN은 육류 및 가공 식품을 생산하며, 둘 다 광범위한 필수 소비재 시장에 속한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 주요 제품군 및 산업 분류 (GICS Consumer Staples 섹터)"", ""counter_signal"": ""두 기업의 핵심 제품군이 직접적인 대체재 관계를 형성하지 않아 사업적 경쟁은 간접적이다.""}",,known_fact,각 기업의 주요 제품군 및 산업 분류 (GICS Consumer Staples 섹터),두 기업의 핵심 제품군이 직접적인 대체재 관계를 형성하지 않아 사업적 경쟁은 간접적이다.,
